time,seconds_elapsed,z,y,x
1672908324355560400,0.066560546875,0,0,0
1672908324365211000,0.0762109375,-0.011987686157226562,-0.005938410758972168,-0.0008361339569091797
1672908324374861300,0.085861328125,-0.07504558563232422,-0.018263190984725952,0.006229102611541748
1672908324384512000,0.095511962890625,-0.08680534362792969,0.02254125475883484,0.004820048809051514
1672908324394162400,0.105162353515625,-0.05218315124511719,-0.013946473598480225,-0.011583179235458374
1672908324403812900,0.114812744140625,0.03632354736328125,0.01666852831840515,0.00038951635360717773
1672908324413463600,0.124463623046875,0.035210609436035156,-0.014465808868408203,0.011155486106872559
1672908324423114000,0.134114013671875,-0.04254341125488281,-0.0044059157371521,0.006143033504486084
1672908324432764400,0.143764404296875,-0.03144645690917969,-0.0039438605308532715,-0.024058789014816284
1672908324442415000,0.1534150390625,-0.015381813049316406,-0.012193381786346436,-0.02152910828590393
1672908324452065500,0.1630654296875,0.005595207214355469,-0.03303411602973938,-0.032559484243392944
1672908324461716000,0.172716064453125,0.011668205261230469,0.010966569185256958,0.01683834195137024
1672908324471366700,0.18236669921875,-0.004830360412597656,-0.017487704753875732,0.02409893274307251
1672908324481017000,0.19201708984375,-0.1001272201538086,0.005363523960113525,-0.028209269046783447
1672908324490667500,0.20166748046875,-0.0954446792602539,0.042102426290512085,-0.08832740783691406
1672908324500318200,0.211318115234375,0.0702505111694336,-0.002243727445602417,-0.002886742353439331
1672908324509968600,0.22096875,0.10920333862304688,-0.04420208930969238,0.038846611976623535
1672908324519619000,0.230619140625,0.02641010284423828,-0.033434152603149414,0.007614433765411377
1672908324529269800,0.240269775390625,-0.05654621124267578,-0.04272639751434326,0.014831840991973877
1672908324538920200,0.249920166015625,-0.051438331604003906,0.009141683578491211,0.041073739528656006
1672908324548571000,0.25957080078125,0.048954010009765625,0.017035096883773804,0.040560245513916016
1672908324558221300,0.26922119140625,-0.008227348327636719,0.04055032134056091,-0.0031480789184570312
1672908324567871700,0.278871826171875,-0.014752388000488281,0.01095685362815857,-0.03046610951423645
1672908324577522400,0.2885224609375,-0.011796951293945312,-0.0005582571029663086,0.0114632248878479
1672908324587172900,0.2981728515625,-0.006621360778808594,-0.015328943729400635,-0.0017323493957519531
1672908324596823300,0.3078232421875,0.014552116394042969,-0.0013279318809509277,-0.027314305305480957
1672908324606474000,0.317473876953125,0.030356407165527344,-0.027318865060806274,0.0008127093315124512
1672908324616124400,0.32712451171875,0.010927200317382812,-0.00004363059997558594,0.024423658847808838
1672908324625774800,0.33677490234375,-0.024079322814941406,-0.009047120809555054,0.009063541889190674
1672908324635425500,0.346425537109375,-0.023267745971679688,-0.011203765869140625,0.013130784034729004
1672908324645076000,0.356075927734375,0.014553070068359375,0.016877472400665283,0.01725172996520996
1672908324654726700,0.3657265625,0.051148414611816406,0.009090125560760498,0.024583637714385986
1672908324664377000,0.375377197265625,0.0076808929443359375,0.012549072504043579,0.011773407459259033
1672908324674027500,0.385027587890625,-0.05772590637207031,-0.0004037618637084961,-0.010222434997558594
1672908324683678200,0.39467822265625,-0.06541824340820312,-0.005232095718383789,-0.02789705991744995
1672908324693328600,0.40432861328125,0.020234107971191406,-0.00915554165840149,-0.015908420085906982
1672908324702979000,0.41397900390625,0.038433074951171875,-0.00804203748703003,-0.024007827043533325
1672908324712629800,0.423629638671875,0.04919242858886719,-0.023454874753952026,-0.013434350490570068
